1316	80.1
1317	91.2
1318	51.9
1319	66.9
1320	83.7
1321	87.6
1322	90.3
1323	85.7
1324	91.0
1325	87.1
1326	95.2
1327	106.8
1328	105.8
1329	114.6
1330	97.2
1331	81.0
1332	82.4
1333	88.3
1334	98.9
1335	71.4
1336	107.1
1337	108.6
1338	116.7
1339	100.3
1340	92.2
1341	90.1
1342	97.9
1343	95.6
1344	62.3
1345	77.7
1346	101.0
1347	98.5
1348	56.8
1349	88.1
1350	78.0
1351	82.5
1352	79.9
1353	67.2
1354	53.7
1355	80.5
1356	63.1
1357	64.5
1358	43.6
1359	53.7
1360	64.4
1361	84.0
1362	73.4
1363	62.5
1364	66.6
1365	41.9
1366	50.6
1367	40.9
1368	48.3
1369	56.7
1370	66.4
1371	40.6
1372	53.8
1373	40.8
1374	32.7
1375	48.1
1376	22.0
1377	39.9
1378	37.7
1379	41.2
1380	57.7
1381	47.1
1382	66.3
1383	35.8
1384	40.6
1385	57.8
1386	54.7
1387	54.8
1388	28.5
1389	33.9
1390	57.6
1391	28.6
1392	48.7
1393	39.3
1394	39.5
1395	29.4
1396	34.5
1397	33.6
1398	26.8
1399	37.8
1400	21.6
1401	17.1
1402	24.6
1403	12.8
1404	31.6
1405	38.4
1406	24.5
1407	17.6
1408	12.9
1409	16.5
1410	9.3
1411	12.7
1412	7.3
1413	14.1
1414	9.0
1415	1.5
1416	0.0
1417	0.7
1418	9.2
1419	5.1
1420	2.9
1421	1.5
1422	5.0
1423	4.8
1424	9.8
1425	13.5
1426	9.6
1427	25.2
1428	15.5
1429	15.7
1430	26.5
1431	36.6
1432	26.7
1433	31.1
1434	29.0
1435	34.4
1436	47.2
1437	61.6
1438	59.1
1439	67.6
1440	60.9
1441	59.9
1442	52.7
1443	41.0
1444	103.9
1445	108.4
1446	59.2
1447	79.6
1448	80.6
1449	59.3
1450	78.1
1451	104.4
1452	77.3
1453	114.9
1454	157.5
1455	160.0
1456	176.0
1457	135.6
1458	132.4
1459	153.8
1460	136.0
1461	146.4
1462	147.5
1463	130.0
1464	88.3
1465	125.3
1466	143.2
1467	162.4
1468	145.5
1469	91.7
1470	103.0
1471	110.1
1472	80.3
1473	89.0
1474	105.4
1475	90.4
1476	79.5
1477	120.1
1478	88.4
1479	102.1
1480	107.6
1481	109.9
1482	105.5
1483	92.9
1484	114.6
1485	102.6
1486	112.0
1487	83.9
1488	86.7
1489	107.0
1490	98.3
1491	76.2
1492	47.9
1493	44.8
1494	66.9
1495	68.2
1496	47.1
1497	47.1
1498	55.4
1499	49.2
1500	60.8
1501	64.2
1502	46.4
1503	32.0
1504	44.6
1505	38.2
1506	67.8
1507	61.3
1508	28.0
1509	34.3
1510	28.9
1511	29.3
1512	14.6
1513	21.5
1514	33.8
1515	29.1
1516	11.5
1517	23.9
1518	12.5
1519	14.6
1520	2.4
1521	12.7
1522	17.7
1523	9.9
1524	14.3
1525	15.0
1526	30.6
1527	2.3
1528	5.1
1529	1.6
1530	15.2
1531	8.8
1532	9.9
1533	14.3
1534	9.9
1535	8.2
1536	24.4
1537	8.7
1538	11.9
1539	15.8
1540	21.6
1541	14.2
1542	6.0
1543	6.3
1544	16.9
1545	6.7
1546	14.2
1547	2.2
1548	3.3
1549	6.6
1550	7.8
1551	0.1
1552	5.9
1553	6.4
1554	0.1
1555	0.0
1556	5.3
1557	1.1
1558	4.1
1559	0.5
1560	1.0
1561	0.6
1562	0.0
1563	6.2
1564	2.4
1565	4.8
1566	7.5
1567	10.7
1568	6.1
1569	12.3
1570	13.1
1571	7.3
1572	24.0
1573	27.2
1574	19.3
1575	19.5
1576	23.5
1577	34.1
1578	21.9
1579	48.1
1580	66.0
1581	43.0
1582	30.7
1583	29.6
1584	36.4
1585	53.2
1586	51.5
1587	51.6
1588	43.5
1589	60.5
1590	76.9
1591	58.4
1592	53.2
1593	64.4
1594	54.8
1595	47.3
1596	45.0
1597	69.5
1598	66.8
1599	95.8
1600	64.1
1601	45.2
1602	45.4
1603	40.4
1604	57.7
1605	59.2
1606	84.4
1607	41.8
1608	60.6
1609	46.9
1610	42.8
1611	82.1
1612	31.5
1613	76.3
1614	80.6
1615	46.0
1616	52.6
1617	83.8
1618	84.5
1619	75.9
1620	91.5
1621	86.9
1622	87.5
1623	76.1
1624	66.5
1625	51.2
1626	53.1
1627	55.8
1628	61.9
1629	47.8
1630	36.6
1631	47.2
1632	42.8
1633	71.8
1634	49.8
1635	55.0
1636	73.0
1637	83.7
1638	66.5
1639	50.0
1640	39.6
1641	38.7
1642	30.9
1643	21.7
1644	29.9
1645	25.9
1646	57.3
1647	43.7
1648	30.7
1649	27.1
1650	30.3
1651	16.9
1652	21.4
1653	8.6
1654	0.3
1655	13.0
1656	10.3
1657	13.2
1658	4.2
1659	6.9
1660	20.0
1661	15.7
1662	23.4
1663	21.4
1664	7.4
1665	6.6
1666	6.9
1667	20.7
1668	12.7
1669	7.1
1670	7.8
1671	5.1
1672	7.0
1673	7.1
1674	3.1
1675	2.8
1676	8.8
1677	2.1
1678	10.7
1679	6.7
1680	0.8
1681	8.5
1682	6.7
1683	4.3
1684	2.4
1685	6.4
1686	9.4
1687	20.6
1688	6.5
1689	2.1
1690	0.2
1691	6.7
1692	5.3
1693	0.6
1694	5.1
1695	1.6
1696	4.8
1697	1.3
1698	11.6
1699	8.5
1700	17.2
1701	11.2
1702	9.6
1703	7.8
1704	13.5
1705	22.2
1706	10.4
1707	20.5
1708	41.1
1709	48.3
1710	58.8
1711	33.0
1712	53.8
1713	51.5
1714	41.9
1715	32.5
1716	69.1
1717	75.6
1718	49.9
1719	69.6
1720	79.6
1721	76.3
1722	76.5
1723	101.4
1724	62.8
1725	70.5
1726	65.4
1727	78.6
1728	75.0
1729	73.0
1730	65.7
1731	88.1
1732	84.7
1733	89.9
1734	88.6
1735	129.2
1736	77.9
1737	80.0
1738	75.1
1739	93.8
1740	83.2
1741	84.6
1742	52.3
1743	81.6
1744	101.2
1745	98.9
1746	106.0
1747	70.3
1748	65.9
1749	75.5
1750	56.6
1751	60.0
1752	63.3
1753	67.2
1754	61.0
1755	76.9
1756	67.5
1757	71.5
1758	47.8
1759	68.9
1760	57.7
1761	67.9
1762	47.2
1763	70.7
1764	29.0
1765	57.4
1766	52.0
1767	43.8
1768	27.7
1769	49.0
1770	45.0
1771	27.2
1772	61.3
1773	28.7
1774	38.0
1775	42.6
1776	40.6
1777	29.4
1778	29.1
1779	31.0
1780	20.0
1781	11.3
1782	27.6
1783	21.8
1784	48.1
1785	14.3
1786	8.4
1787	33.3
1788	30.2
1789	36.4
1790	38.3
1791	14.5
1792	25.8
1793	22.3
1794	9.0
1795	31.4
1796	34.8
1797	34.4
1798	30.9
1799	12.6
1800	19.5
1801	9.2
1802	18.1
1803	14.2
1804	7.7
1805	20.5
1806	13.5
1807	2.9
1808	8.4
1809	13.0
1810	7.8
1811	10.5
1812	9.4
1813	13.6
1814	8.6
1815	16.0
1816	15.2
1817	12.1
1818	8.3
1819	4.3
1820	8.3
1821	12.9
1822	4.5
1823	0.3
1824	0.2
1825	2.4
1826	4.5
1827	0.0
1828	10.2
1829	5.8
1830	0.7
1831	1.0
1832	0.6
1833	3.7
1834	3.8
1835	0.0
1836	5.5
1837	0.0
1838	12.4
1839	0.0
1840	2.8
1841	1.4
1842	0.9
1843	2.3
1844	7.6
1845	16.3
1846	10.3
1847	1.1
1848	8.3
1849	17.0
1850	13.5
1851	26.1
1852	14.6
1853	16.3
1854	27.9
1855	28.8
1856	11.1
1857	38.9
1858	44.5
1859	45.6
1860	31.6
1861	24.5
1862	37.2
1863	43.0
1864	39.5
1865	41.9
1866	50.6
1867	58.2
1868	30.1
1869	54.2
1870	38.0
1871	54.6
1872	54.8
1873	85.8
1874	56.5
1875	39.3
1876	48.0
1877	49.0
1878	73.0
1879	58.8
1880	55.0
1881	78.7
1882	107.2
1883	55.5
1884	45.5
1885	31.3
1886	64.5
1887	55.3
1888	57.7
1889	63.2
1890	103.6
1891	47.7
1892	56.1
1893	17.8
1894	38.9
1895	64.7
1896	76.4
1897	108.2
1898	60.7
1899	52.6
1900	42.9
1901	40.4
1902	49.7
1903	54.3
1904	85.0
1905	65.4
1906	61.5
1907	47.3
1908	39.2
1909	33.9
1910	28.7
1911	57.6
1912	40.8
1913	48.1
1914	39.5
1915	90.5
1916	86.9
1917	32.3
1918	45.5
1919	39.5
1920	56.7
1921	46.6
1922	66.3
1923	32.3
1924	36.0
1925	22.6
1926	35.8
1927	23.1
1928	38.8
1929	58.4
1930	55.8
1931	54.2
1932	26.4
1933	31.5
1934	21.4
1935	8.4
1936	22.2
1937	12.3
1938	14.1
1939	11.5
1940	26.2
1941	38.3
1942	4.9
1943	5.8
1944	3.4
1945	9.0
1946	7.8
1947	16.5
1948	9.0
1949	2.2
1950	3.5
1951	4.0
1952	4.0
1953	2.6
1954	4.2
1955	2.2
1956	0.3
1957	0.0
1958	4.9
1959	4.5
1960	4.4
1961	4.1
1962	3.0
1963	0.3
1964	9.5
1965	4.6
1966	1.1
1967	6.4
1968	2.3
1969	2.9
1970	0.5
1971	0.9
1972	0.0
1973	0.0
1974	1.7
1975	0.2
1976	1.2
1977	3.1
1978	0.7
1979	3.8
1980	2.8
1981	2.6
1982	3.1
1983	17.3
1984	5.2
1985	11.4
1986	5.4
1987	7.7
1988	12.7
1989	8.2
1990	16.4
1991	22.3
1992	23.0
1993	42.3
1994	38.8
1995	41.3
1996	33.0
1997	68.8
1998	71.6
1999	69.6
2000	49.5
2001	53.5
2002	42.5
2003	34.5
2004	45.3
2005	55.4
2006	67.0
2007	71.8
2008	74.5
